SMILES,N,ALogPS_logP,ALogPS_logS,HALOG,MW,N,NA,NH,O,P,PSA,S,SdCH2,SdssC,Se1C1C4s,Se1C2C2ss,Se1C2C3sd,Se1C2C3ss,Se1C3C3ds,Se1C3C4ss,Se2C1C3s,SsCH3,SssCH2,SsssCH,SssssC,aCNOS,ACCEPTORS,RBONDS,SaaCH,SaasC,SdO,SdO(ester),Se1C1C3s,Se1C1O2s,Se1C3Cl1a,Se1C3O2as,Se1C3O2ds,Se1C3O2ss,Se2C3O1s,SeaC2C2aa,SeaC2C3aa,SeaC3C3aa,SsCl,SssO,SssO(ester),DONORS,Se1C1C2s,Se1C2O1s,Se1C2O2ss,Se1C3O1s,SsOH,SsOH(alc),Se1C1C3d,Se1C2C4ss,Se1C4C4ss,SdsCH,Se1C2C2ds,Se2C2C2ss,SdO(keto),Se1C2C2dd,Se2C2O1s,SaaN,SaasN,Se1C1C3a,Se1C2N3sa,SeaC3N2aa,SeaC3N3aa,SeaN2N3aa,Se1C1C2d,Se1C2C3ds,Se1C3C3ss,Se2C2C3ss,SdO(acid),Se1C2S2ss,Se1C3N2as,Se1C3O1d,Se1C3S2as,SsOH(acid),SssNH,SssNH(ar),SssS,Se1C3C3as,Se1C3Cl1s,SdO(amid),Se1C2N3ss,Se1C3C4ds,Se1C3N2ds,Se1C3N3ds,Se1C4N3ss,SssNH(oth),SsssN,SsssN(oth),SaaaC,Se1C2C3sa,Se1C3C3ad,Se1C3N3da,Se1C2N2ss,Se1C2Si4ss,Se1C3N1d,Se1O2Si4ss,SsNH2,SsNH2(oth),SssssSi,Se1C2N1s,SsNH2(al),Se1N3Br1s,Se1N3Cl1s,SsBr,Se1C3C4as,Se1C4F1s,SsF,SdO(nitro),SddsN,SddsN(nitro),Se1C3N==ad,Se2NO2,Se1C2S1s,SsSH,Se1C1N3s,Se1C2N3ds,Se1C3C3dd,Se1C3O1a,SsOH(phen),Se2C1C2s,Se1C2C3dd,Se1C3N3as,Se1C1Si3s,Se1C1Si4s,Se1O2Si3ss,SsssSiH,SsssN(al),SeaC2N2aa,Se1C2C3da,Se1C2Br1s,Se1C3Cl1d,SdsN,Se1C3N2ad,Se2C3N2ss,Se1C2Si4ds,Se1C3N1a,SsNH2(ar),Se1C4O2ss,Se1C2C4ts,Se1C4O1s,Se3C1C2s,StCH,StsC,SssNH(al),Se1N2O1d,Se1C2C2st,Se3C2C2ss,Se1C3C3aa,Se1C2Cl1s,SdsssP,Se1O2P4sd,Se2O1P4s,SaaS,Se1C3S1a,SeaC3S2aa,Se1C2C3ts,Se3C2N1s,StN,Se1C4Br1s,Se1C3N2ss,Se1C3Br1a,Se1O2O2ss,Se1C2C3ta,Se1C2O2ds,Se1C3N2sd,Se1C3N3ss,Se2N2N2st,Se3N1N2d,StdN,Se2C3C3ss,SeaC2N3aa,Se1N1N3a,SeaN2N2aa,SdO(sulfo),SddssS,Se1N3S4ad,Se1N3S4sd,Se2O1S4d,Se1C4Cl1s,SdsN(nitro),Se2N2O1s,Se1C3S4ad,Se1N1S4d,Se1N3S2ss,Se1S2S2ss,SsssN(ar),Se1C3S2ds,Se1C4N2ss,Se1C2N2ds,Se1C3F1d,SdS,Se2C3S1s,Se1O1S4d,Se1O2S4sd,Se1N2S4sd,Se1C1S2s,SeaN2S2aa,Se2N2N2ss,Se1C2C4ds,Se1C4S2ss,Se2C2N2ss,Se1C1N2s,Se1C1S4d,Se1C4S4sd,Se1N2O2ds,SdssS,Se1C1S3d,Se1C4S3sd,Se2O1S3s,SaaO,Se1C3I1a,SeaC3O2aa,SsI,Se1C2S1t,Se1C3F1a,SeaN2O2aa,Se1P4S2ds,SaaNH,Se1C1N3a,SeaC2NHaa,SeaC3NHaa,SdssN,Se1C2N3psd,Se2C3N3pss,Se2P4S1s,Se1C1N4ps,Se1C2N4pss,SssssN,Se1C2S3sd,Se1C3S3ad,Se1C1P4d,Se1B3O1s,SsssB,Se1C3Br1d,Se1N2N3ds,Se1C2S4sd,Se1C3N2dd,Se1C3N3aa,Se1N2Cl1s,Se1N3O1s,Se1C3N3sa,Se1C3N1s,SeaC2S2aa,SeaC2O2aa,Se1N2O1s,Se1N2P4sd,Se1N3P4sd,Se1O1P4d,Se1C3S2ss,Se1C3S4sd,SdssPH,Se1O2P3sd,Se2O1P3s,Se1C1N3pa,SeaC3N3paa,SeaN3N3paa,Se1C3F1s,Se1O2P3ss,SsssP,SdsssAs,Se1C1As4d,Se1O1As4d,Se2O1As4s,Se1C1Sn4s,Se1Cl1Sn4s,SssssSn,Se1N2N==dd,Se1O2S3sd,Se1C3P4ad,Se1C4N2sd,Se1N2N3ss,Se1C3Si4as,Se2C1O1,Se1C2N1d,Se3As1In1,StAs,StIn,Se1N1N2s,Se1N3O2ss,Se1N2N2ss,Se1C3S1d,Se1C2C3td,Se1N1P4d,SdsSH,Se1C3S2ad,Se2C3S2ss,Se1N1N3s,Se1N2N2dd,Se1C3N2pss,SssNH2,SssNH2(al),SdsssN,SdsssN(oth),Se1C1N4d,Se1C2N4sd,Se2N4O1s,Se1C2S2ds,SaaaN,Se1N==O2ds,Se1C2S4dd,Se1C3P3as,Se1P3Cl1s,Se1C3Hg2as,Se1O2Hg2ss,SssHg,SdssSi,Se1C1Si3d,Se2O1Si3s,SddsCl,Se1O1Cl3d,Se2O1Cl3d,Se1N2N2ds,Se1C2N2sd,SdNH,SddN,Se2N1N2pd,SdsCl,Se1O1Cl2d,Se2O1Cl2s,Se1C2F1s,Se1B4F1s,SssssBH,Se1C2Cl1d,Se1C4N1s,Se1C4S1s,SeaN2NHaa,Se1C3P4sd,Se1C3Br1s,SaadN,SaadN(oth),Se2N3O1a,Se1C3N==dd,Se2C3N1s,Se1C4N==sd,Se1C2S2ts,Se1C2I1t,Se1C2N2td,Se1C2C2dt,SddC,Se2C2N2ds,Se2C2S1d,SsOH(zwit),Se1C2Sn4ss,Se1O1O2s,Se1C2N1t,Se1C2N2ts,Se1C3S4dd,Se1C2P4sd,Se1N3N3ss,Se1C1N3pd,Se1N2Si4ss,Se1C1N2d,Se1C1C2t,Se1C2N2dd,Se1C2N==sd,SdddN,SdddN(nitro),Se2N3O1d,SddSi,Se2O1Si2d,Se1B3C3sa,Se1N3pO1a,SeaC2N3paa
O=C1OC(=O)C2C3CC(C=C3)C12,202,0.6,-0.94,0,164.2,0,12,8,3,0,43.37,0,0,-0.6077,0,0,0,1.359,-0.009259,0,0,0,0.9684,0.2619,0,0,3,0,0,0,22.36,22.36,0,0,0,0,6.76,0,15.15,0,0,0,0,4.591,4.591,0,0,0,0,0,0,0,0,0,0,4.095,0,2.483,0,0,0,0,0,0,0,0,0,0,0,3.014,0.2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCC(C)O,203,2.96,-2.06,0,130.3,0,9,18,1,0,20.23,0,0,0,0,5.359,0,0.7438,0,0,0,4.05,6.027,-0.0955,0,0,0,5,0,0,0,0,1.268,0,0,0,0,0,0,0,0,0,0,0,0,1,1.838,0,0,5.291,8.852,8.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCC(CO)CCCCCCCC,204,8.9,-6.99,0,298.6,0,21,42,1,0,20.23,0,0,0,0,20.06,0,2.942,0,0,0,4.546,22.24,0.5799,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.771,5.731,0,0,9.467,9.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCC(C)=O,205,0.86,-0.47,0,86.15,0,6,10,1,0,17.07,0,0,0.2894,0,1.065,0.8356,0,0,0,0,3.616,1.718,0,0,0,1,2,0,0,10.04,0,0,0,0,0,0,0,6.122,0,0,0,0,0,0,0,1.664,0,0,0,0,0,1.313,0,0,0,0,0,10.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCOC1=CC=CC=C1,206,1.22,-0.76,0,138.2,0,10,10,2,0,29.46,0,0,0,0,0.4577,0,0,0,0,0,0,0.4295,0,0,6,1,3,9.427,0.8024,0,0,0,0,0,3.229,0,0,0,7.789,2.837,0,0,5.105,0,1,0,4.846,2.841,0,8.403,8.403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OCCC1=CC=CC=C1,207,1.51,-1.03,0,122.2,0,9,10,1,0,20.23,0,0,0,0,0.7401,0,0,0,0,0,0,1,0,0,6,0,2,9.948,1.194,0,0,0,0,0,0,0,0,0,8.204,3.432,0,0,0,0,1,0,5.03,0,0,8.52,8.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C(OCCC1=CC=CC=C1)C2=CC=CC=C2,208,3.86,-4.48,0,226.3,0,17,14,2,0,26.3,0,0,-0.2625,0,0.6699,0,0,0,0,0,0,1.164,0,0,12,2,5,19.02,1.772,11.61,11.61,0,0,0,0,2.981,0,7.269,15.93,6.152,0,0,5.193,5.193,0,0,0,3.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.013,0.4596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC1=C(C=CC=C1)C2=CC=CC=C2,209,3.21,-2.7,0,170.2,0,13,10,1,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,17.19,2.248,0,0,0,0,0,0,0,0,0,14.15,6.169,0.8252,0,0,0,1,0,0,0,0,9.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.269,9.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCOCCO,210,0.23,0.29,0,104.2,0,7,12,2,0,29.46,0,0,0,0,1.553,0,0,0,0,0,2.039,2.411,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882,0,1,1.637,4.675,5.635,0,8.168,8.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCC(CO)CCC,211,4.26,-3.3,0,158.3,0,11,22,1,0,20.23,0,0,0,0,5.481,0,2.927,0,0,0,4.399,7.902,0.5755,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.685,5.406,0,0,8.956,8.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1CCCN1,212,-0.89,0.8,0,85.12,1,6,7,1,0,29.1,0,0,0.2037,0,1.787,0.7083,0,0,0,0,0,2.65,0,0,0,1,0,0,0,10.13,0,0,0,0,0,0,0,6.472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.681,0,0,0,0,10.13,0,0,1.958,0,0,2.681,0,0,0,0,0,0,2.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC(C)C1CCCCC1=O,213,2.91,-2.51,0,154.3,0,11,18,1,0,17.07,0,0,0.5191,0,3.835,1,2.064,0.8084,0,0,4.375,5.533,1.011,0,0,1,2,0,0,11.4,0,1.712,0,0,0,0,0,7.508,0,0,0,0,0,0,0,1.853,0,0,0,0,0,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0.7199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1=CC(=C(O)C=C1)C(C)(C)C,214,4.11,-3.25,0,178.3,0,13,18,1,0,20.23,0,0,0,4.349,0,0,0,0,0,0,8.462,1.017,0,0.02308,6,0,2,5.86,2.722,0,0,0,0,0,0,0,0,0,2.094,6.93,1.035,0,0,0,1,1.717,0,0,0,9.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7635,0,0,0,0,0,0,0,0,0,0,0,0,6.377,9.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
